TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.9628E-02 -2.9190E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8383E-01  5.8576E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8383E-01  5.8576E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8383E-01  5.8576E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8383E-01  5.8576E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.8383E-01  5.8576E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4615E-01  3.8521E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1196E-01  5.8802E-03  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.4943E-01 -6.8723E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00  3.7069E-01  5.8792E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -7.9604E-01 -1.3959E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2157E-01  2.1087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2157E-01  2.1087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2157E-01  2.1087E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2157E-01  2.1087E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3435E-01  9.2435E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0663E-01  2.6447E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0205E-01 -5.0893E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0086E-01  4.3668E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3191E-01  2.4905E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6687E-01 -1.4186E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9273E-01 -4.1856E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2409E-01 -1.4010E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2409E-01 -1.4010E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2409E-01 -1.4010E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2409E-01 -1.4010E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2409E-01 -1.4010E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7996E-02  7.6512E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2494E-01  6.8567E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2494E-01  6.8567E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2494E-01  6.8567E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2494E-01  6.8567E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2494E-01  6.8567E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8549E-01  1.7161E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8567E-01  6.1319E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2601E-01  3.0085E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9010E-01  1.1093E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.3250E-02  1.4275E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3899E-01  1.1548E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1856E-01  3.4950E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0918E-02  2.8079E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2088E-01 -2.9647E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.9318E-01  1.5865E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0128E-01 -1.3762E+00  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4013E-01 -2.8491E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9431E-01 -1.6194E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.3117E-02  1.2847E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0234E-01 -7.5133E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.0975E-02 -7.3840E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2435E-01  2.9102E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1186E+00  2.1132E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4913E-01  7.2703E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8027E-01 -5.1575E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4304E-01  8.4903E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4304E-01  8.4903E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4304E-01  8.4903E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4304E-01  8.4903E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4304E-01  8.4903E-01  0.0000E+00  0.0000E+00
